epochs,train_loss,train_ce_loss,train_sp_loss,train_acc,test_acc,sparsity_global,sparsity_fc1,sparsity_fc2,sparsity_fc3,lr,epoch_time_s,effective_lambda
31,1.2589325681710855,1.223525883601262,354066.8392628205,0.5635216346153846,0.5664,0.5053632501688936,0.5203323364257812,0.3294563293457031,0.12421875,0.00031593772365766105,42.73152017593384,1e-07
32,1.256655401755602,1.2216061879427005,350492.14751602564,0.5620993589743589,0.5617,0.5157009434581895,0.5307445526123047,0.33895111083984375,0.129296875,0.00028711035421746355,42.64700722694397,1e-07
33,1.249107105609698,1.214369628062615,347374.7759615385,0.56640625,0.5699,0.5247033220424862,0.5397481918334961,0.3479957580566406,0.132421875,0.0002591231629491422,40.372963190078735,1e-07
34,1.2388875343860724,1.2044219145408044,344656.2189903846,0.5703525641025641,0.5691,0.5327108120027023,0.5476744969685873,0.357025146484375,0.135546875,0.00023208660251050145,42.834206104278564,1e-07
35,1.2336414184325781,1.199413509093798,342279.10272435896,0.5730969551282051,0.5694,0.5395076049016664,0.5543505350748698,0.36530303955078125,0.1390625,0.00020610737385376337,41.72045612335205,1e-07
36,1.230557658886298,1.196528130922562,340295.26129807695,0.5707732371794871,0.5756,0.5455649020417355,0.5602521896362305,0.3732643127441406,0.14140625,0.00018128800512565502,42.01859450340271,1e-07
37,1.2258830519822927,1.1920267305313013,338563.2046474359,0.5754206730769231,0.5772,0.5507161556072662,0.5652306874593099,0.3805046081542969,0.144921875,0.00015772644703565555,42.30784630775452,1e-07
38,1.2266913950443268,1.192983551361622,337078.4591346154,0.5753004807692308,0.579,0.5551921281526798,0.5695578257242838,0.38677978515625,0.148046875,0.00013551568628929425,41.883256673812866,1e-07
39,1.2208598045202401,1.1872781212513264,335816.84495192306,0.5767828525641026,0.5799,0.558939454004654,0.5731503168741862,0.39240264892578125,0.15,0.00011474337861210535,41.99067187309265,1e-07
40,1.2113043612394578,1.1778264521024167,334779.0913461539,0.5813100961538461,0.5807,0.562150190943552,0.5762093861897787,0.3974494934082031,0.1515625,9.549150281252626e-05,43.01264047622681,1e-07
41,1.2110716708195515,1.1776803782353034,333912.92099358974,0.5806690705128205,0.5814,0.5648389998686384,0.5787776311238607,0.4015922546386719,0.153515625,7.783603724899252e-05,43.14852738380432,1e-07
42,1.2082443860860972,1.1749230034840412,333213.8282852564,0.5819711538461538,0.5814,0.5669888741367662,0.5807991027832031,0.4052886962890625,0.155078125,6.184665997806817e-05,42.60251331329346,1e-07
43,1.2070869565010072,1.173822293831752,332646.65697115386,0.5831129807692308,0.582,0.568723551737727,0.5824308395385742,0.4082679748535156,0.155859375,4.7586473766990294e-05,41.511473417282104,1e-07
44,1.2047456481517889,1.171525600170478,332200.49142628204,0.5823317307692307,0.5833,0.5700459648513737,0.5836607615152994,0.41070556640625,0.156640625,3.5111757055874305e-05,41.84317922592163,1e-07
45,1.1998148294595572,1.1666289234772707,331859.0424679487,0.5852564102564103,0.5835,0.5710528754128509,0.5845985412597656,0.4125518798828125,0.156640625,2.4471741852423218e-05,41.79707860946655,1e-07
46,1.2018960009782742,1.168735444240081,331605.56370192306,0.5850961538461539,0.586,0.5717879729019667,0.5852912267049154,0.41379547119140625,0.157421875,1.5708419435684507e-05,42.68591332435608,1e-07
47,1.19848470107103,1.165341199361361,331435.0215544872,0.5872195512820513,0.5862,0.5722430472151329,0.5857152938842773,0.4146232604980469,0.1578125,8.856374635655634e-06,43.28577923774719,1e-07
48,1.199299810330073,1.1661670984366002,331327.12604166666,0.5840144230769231,0.5859,0.5725174992493619,0.5859734217325846,0.4150962829589844,0.1578125,3.942649342761115e-06,43.414429664611816,1e-07
49,1.1927029953553125,1.1595761120319366,331268.83998397435,0.5856169871794872,0.5867,0.572636838969374,0.5860862731933594,0.4152946472167969,0.1578125,9.866357858642198e-07,41.06781506538391,1e-07
50,1.198298020546253,1.1651734743362818,331245.45240384614,0.5844751602564102,0.5866,0.5726699726017115,0.5861183802286783,0.4153404235839844,0.1578125,0.0,41.93549609184265,1e-07
